label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
|141|104|1994|1999|query optimization predicate move around inderpal singh mumick alon levy yehoshua sagiv vldb|optimization queries with user defined predicates surajit chaudhuri kyuseok shim acm transactions database systems tods|43|50|45|15|17|1|0.06666666666666667|0.058823529411764705
|2062|535|2000|2002|optimizing multiple dimensional queries simultaneously multidimensional databases jeffrey weifa liang maria orlowska vldb|locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti eamonn keogh sharad mehrotra michael pazzani acm transactions database systems tods|42|42|48|18|24|1|0.05555555555555555|0.041666666666666664
|1376|623|1996|"2002|233"|framework for information visualisation peter barclay kenneth mitchell jessie kennedy sigmod record|framework for semantic gossiping acm sigmod record karl aberer philippe cudr mauroux manfred hauswirth|48|50|49|15|15|5|0.3333333333333333|0.3333333333333333
|1649|494|2000|2000|xmill efficient compressor for xml data hartmut liefke dan suciu sigmod conference|extensible compressor for xml data hartmut liefke dan suciu acm sigmod record|80|75|83|13|13|10|0.7692307692307693|0.7692307692307693
|15|1132|1996|1996|sprint scalable parallel classifier for data mining john shafer rakesh agrawal manish mehta vldb|sprint scalable parallel classifier for data mining john shafer rakesh agrawal manish mehta very large data bases|92|89|97|16|18|15|0.9375|0.8333333333333334
|7|1915|1998|1997|enhanced abstract data types object relational databases vldb praveen seshadri|converting relational object oriented databases joseph fong acm sigmod record|48|55|49|12|11|3|0.2727272727272727|0.25
|1163|855|1997|"246|1999"|foreword management semistructured data dan suciu sigmod record|capturing and querying multiple aspects semistructured data very large data bases curtis dyreson michael hlen christian jensen|44|41|58|9|21|3|0.3333333333333333|0.14285714285714285
|2378|1028|1997|1997|recovering information from summary data nikolaos sidiropoulos christos faloutsos jagadish vldb|recovering information from summary data christos faloutsos jagadish nikolaos sidiropoulos very large data bases|72|89|76|13|15|12|0.9230769230769231|0.8
|1550|2185|2001|2001|cache fusion extending shared disk clusters with shared caches tirthankar lahiri macnaughton sashikanth chandrasekaran wilson chan vinay srihari vldb|cache fusion extending shared disk clusters with shared caches tirthankar lahiri vinay srihari wilson chan macnaughton sashikanth chandrasekaran very large data bases|81|92|81|19|22|18|0.9473684210526315|0.8181818181818182
|1380|512|2003|2002|book review column karl aberer sigmod record|book reviews acm sigmod record karl aberer|65|86|62|7|7|5|0.7142857142857143|0.7142857142857143
|927|268|1994|2001|the demarcation protocol technique for maintaining constraints distributed database systems daniel barbarÃ hector garcia molina vldb|the network the database data management for highly distributed systems international conference management data julio navas michael wynblatt|45|55|47|19|19|5|0.2631578947368421|0.2631578947368421
|2520|215|2001|1999|data mining with optimized two dimensional association rules takeshi tokuyama yasuhiko morimoto shinichi morishita takeshi fukuda acm trans database syst|online association rule mining international conference management data christian hidber|41|42|48|19|12|3|0.25|0.15789473684210525
|904|388|2003|"233|2000"|web services industrial session felipe cabrera vldb|data access tutorial session jos blakeley anand deshpande international conference management data|39|41|53|7|14|1|0.14285714285714285|0.07142857142857142
|9|171|1996|"8|1998"|unisql next generation object relational database management system sigmod record phil janus albert andrea|database systems management and oracle gregory doherty international conference management data|42|55|44|16|13|2|0.15384615384615385|0.125
|2215|701|2002|2002|fractal prefetching trees optimizing both cache and disk performance sigmod conference phillip gibbons gary valentin todd mowry shimin chen|fractal prefetching trees optimizing both cache and disk performance shimin chen phillip gibbons todd mowry gary valentin international conference management data|76|87|80|22|25|20|0.9090909090909091|0.8
|597|1527|1996|1995|mineset system for high end data mining and visualization vldb|visdb system for visualizing large databases daniel keim hans peter kriegel international conference management data|44|49|52|12|18|4|0.3333333333333333|0.2222222222222222
|2272|1921|"7|2001"|"246|252|1997"|mpeg standard for multimedia databases john smith sigmod conference|fast parallel similarity search multimedia databases stefan berchtold christian bernhard braunm ller daniel keim hans peter kriegel international conference management data|42|42|55|10|27|3|0.3|0.1111111111111111
|973|1534|1999|1995|the ccube constraint object oriented database system sigmod conference alexander brodsky pavel exarkhopoulo victor segal jia chen|the algres testbed chimera active object oriented database system international conference management data stefano ceri piero fraternali stefano paraboschi giuseppe psaila|54|54|59|19|23|6|0.3157894736842105|0.2608695652173913
|1745|594|1997|2001|semistructured und structured data the web going back and forth sigmod record paolo merialdo giansalvatore mecca paolo atzeni|describing semistructured data acm sigmod record luca cardelli|49|51|50|18|8|4|0.5|0.2222222222222222
|359|649|2001|2002|reminiscences influential papers sigmod record daniel rosenkrantz nick koudas dan suciu peter scheuermann rajeev rastogi jiawei han kenneth ross|reminiscences influential papers kenneth ross acm sigmod record|51|60|72|22|10|9|0.9|0.4090909090909091
|1361|1906|1997|1997|integrating modelling systems for environmental management information systems sigmod record david abel dean kuo kerry taylor|integrating modelling systems for environmental management information systems david abel kerry taylor dean kun acm sigmod record|80|97|81|17|17|15|0.8823529411764706|0.8823529411764706
|1595|644|2003|2002|temporal slicing the evaluation xml queries richard snodgrass dengfeng gao vldb|efficient evaluation queries mediator for websources vladimir zadorozhny louiqa raschid maria esther vidal tolga urhan laura bright international conference management data|39|39|47|14|25|4|0.2857142857142857|0.16
|1482|1478|2001|1995|estimating the selectivity xml path expressions for internet scale applications ashraf aboulnaga jeffrey naughton alaa alameldeen vldb|estimating the selectivity spatial queries using the correlation fractal dimension alberto belussi christos faloutsos very large data bases|56|46|56|20|18|4|0.2222222222222222|0.2
|1457|768|1999|1998|finding intensional knowledge distance based outliers vldb raymond edwin knorr|algorithms for mining distance based outliers large datasets very large data bases edwin knorr raymond|55|63|61|14|18|9|0.6428571428571429|0.5
|863|1571|1995|1995|efficient algorithm for mining association rules large databases edward omiecinski shamkant navathe ashok savasere vldb|fast algorithms for universal quantification large databases goetz graefe richard cole acm transactions database systems tods|55|50|55|18|19|4|0.2222222222222222|0.21052631578947367
|2046|489|1994|"228|246|2000"|versioning and configuration management object oriented data model edward sciore vldb|evolution and change data management issues and directions john roddick lina jadir leopoldo bertossi marlon dumas florida estrella heidi gregersen kathleen hornsby jens lufter federica mandreoli tomi nnist enric mayol lex wedemeijer acm sigmod record|37|37|53|14|38|4|0.2857142857142857|0.10526315789473684
|1381|330|2003|2001|analysis existing databases the logical level the dba companion project fabien marchi jean marc petit farouk toumani stÃ phane lopes sigmod record|reference behavior production database workloads and the tpc benchmarks analysis the logical level acm transactions database systems tods windsor hsu alan jay smith honesty young|45|51|47|24|31|6|0.25|0.1935483870967742
|2596|1691|1994|"94|1994"|research issues databases for arcs active rapidly changing data systems sigmod record anindya datta|research issues active database systems report from the closing panel ride ads jennifer widom acm sigmod record|58|67|55|15|19|7|0.4666666666666667|0.3684210526315789
|2517|1674|1994|1994|genesys system for efficient spatial query processing thomas brinkhoff hans peter kriegel ralf schneider bernhard seeger sigmod conference|genesys system for efficient spatial query processing thomas brinkhoff hans peter kriegel ralf schneider bernhard seeger international conference management data|88|86|92|19|23|18|0.9473684210526315|0.782608695652174
|1069|134|2002|1998|ontologies silver bullet for knowledge management and electronic commerce book review sigmod record antonio badia|towards theory cost management for digital libraries and electronic commerce acm transactions database systems tods prasad sistla ouri wolfson yelena yesha robert sloan|46|47|51|16|26|6|0.375|0.23076923076923078
|1985|1983|1996|1996|static detection security flaws object oriented databases keishi tajima sigmod conference|static detection security flaws object oriented databases international conference management data keishi tajima|73|80|84|13|16|12|0.9230769230769231|0.75
|644|777|1994|"223|1998"|index configuration object oriented databases elisa bertino vldb|evaluating functional joins along nested reference sets object relational and object oriented databases reinhard braumandl jens clau alfons kemper very large data bases|46|42|68|10|24|4|0.4|0.16666666666666666
|272|293|1994|2001|the tree index structure for high dimensional data king lin jagadish christos faloutsos vldb|outlier detection for high dimensional data charu aggarwal philip international conference management data|50|45|50|20|17|4|0.23529411764705882|0.2
|455|1150|1994|"246|1996"|consensus glossary temporal database concepts shashi gadia christian jensen patrick hayes ramez elmasri sushil jajodia james clifford sigmod record|coalescing temporal databases michael hlen richard thomas snodgrass michael soo very large data bases|46|43|50|24|17|1|0.058823529411764705|0.041666666666666664
|2177|1817|"3|1997"|"3|246|1997"|database performance the real world tpc and sap experience paper jochen doppelhammer donald kossmann thomas ppler alfons kemper sigmod conference|database performance the real world tpc and sap joachen doppelhammer thomas ppler alfons kemper donald kossmann international conference management data|73|83|76|24|26|19|0.7916666666666666|0.7307692307692307
|823|1715|1994|1994|the glue nail deductive database system design implementation and evaluation geoffrey phipps marcia derr shinichi morishita vldb|implementation magic sets relational database system inderpal singh mumick hamid pirahesh international conference management data|46|48|48|19|19|4|0.21052631578947367|0.21052631578947367
|2450|943|1999|1997|mind your vocabulary query mapping across heterogeneous information sources sigmod conference kevin chen chuan chang hector garcia molina|merging ranks from heterogeneous internet sources very large data bases luis gravano hector garcia molina|58|60|63|18|15|5|0.3333333333333333|0.2777777777777778
|2381|1676|1999|1994|belief reasoning mls deductive databases hasan jamil sigmod conference|xsb deductive database konstantinos sagonas terrance swift david warren international conference management data|49|51|52|11|18|2|0.18181818181818182|0.1111111111111111
|387|564|2002|2000|reminiscences influential papers sigmod record kenneth ross kyuseok shim mary fernandez|reminiscences influential papers acm sigmod record kenneth ross|79|81|94|14|10|9|0.9|0.6428571428571429
|335|942|1999|1997|approximate computation multidimensional aggregates sparse data using wavelets min wang jeffrey scott vitter sigmod conference|fast computation sparse datacubes kenneth ross divesh srivastava very large data bases|47|48|49|16|14|4|0.2857142857142857|0.25
|1473|1291|2001|2001|self similarity the web stephen dill andrew tomkins ravi kumar sridhar rajagopalan kevin mccurley sivakumar vldb|self similarity the web very large data bases stephen dill ravi kumar kevin mccurley sridhar rajagopalan sivakumar andrew tomkins|66|91|67|19|22|18|0.9473684210526315|0.8181818181818182
|1365|1614|1996|"214|252|1995"|report first international workshop real time database systems sang hyuk son kwei jay lin azer bestavros sigmod record|annotated bibliography real time database systems ulusoy acm sigmod record|61|56|62|19|14|7|0.5|0.3684210526315789
|2049|838|1999|1999|repeating history beyond aries mohan vldb|repeating history beyond aries mohan very large data bases|83|78|93|7|10|6|0.8571428571428571|0.6
|2175|356|2002|2001|issues and evaluations caching solutions for web application acceleration oliver divyakant agrawal radu sion wen syan wang pin hsiung dmitri kalashnikov selÃ candan vldb|dynamic content acceleration caching solution enable scalable dynamic web page generation international conference management data anindya datta kaushik dutta krithi ramamritham helen thomas debra vandermeer|48|49|49|30|28|4|0.14285714285714285|0.13333333333333333
|1423|2023|2003|2003|composing xsl transformations with xml publishing views chengkai narayan henry korth philip bohannon sigmod conference|trex dtd conforming xml xml transformations international conference management data aoying zhou qing wang zhimao guo xueqing gong shihui zheng hongwei jianchang xiao kun yue wenfei fan|42|44|45|19|30|3|0.15789473684210525|0.1
|1660|72|2000|2000|how roll join asynchronous incremental view maintenance kevin beyer roberta cochrane kenneth salem bruce lindsay sigmod conference|how roll join asynchronous incremental view maintenance international conference management data kenneth salem kevin beyer bruce lindsay roberta cochrane|73|85|70|21|23|18|0.8571428571428571|0.782608695652174
|162|1622|1995|"1990|1994"|temporal database system implementations michael hlen sigmod record|parallel database systems the michael carey international conference management data|54|51|61|10|15|2|0.2|0.13333333333333333
|2186|828|1999|1999|fast algorithms for maintaining replica consistency lazy master replicated databases eric simon esther pacitti pascale minet vldb|fast algorithms for maintaining replica consistency lazy master replicated databases very large data bases esther pacitti pascale minet eric simon|87|92|87|18|21|17|0.9444444444444444|0.8095238095238095
|1042|1638|1994|"246|1994"|distributing search tree among growing number processors sigmod conference brigitte krÃ peter widmayer|distributing search tree among growing number processors brigitte peter widmayer international conference management data|74|83|83|16|19|14|0.875|0.7368421052631579
|2383|1526|1998|"246|1995"|experiences federated databases from iro miro web anthony tomasic peter fankhauser muÃ lopez georges gardarin vldb|efendi federated database system cadlab radeke ttger burkert engel kachel kolmschlag nolte international conference management data|45|42|46|22|25|1|0.045454545454545456|0.04
|1879|2155|2001|1996|locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti sharad mehrotra eamonn keogh michael pazzani sigmod conference|large databases for remote sensing and gis dasgupta very large data bases|36|41|48|21|13|3|0.23076923076923078|0.14285714285714285
|755|1463|1995|1995|design and user testing multi paradigm query interface object oriented database dac khoa doan alistair kilgour norman paton sigmod record|accessing relational database through object oriented database interface jack orenstein kamber very large data bases|54|55|56|26|18|6|0.3333333333333333|0.23076923076923078
|2152|1166|1997|1997|the impact technology commercial transaction processing vldb edward cobb|the impact object technology commercial transaction processing edward cobb the vldb journal the international journal very large data bases|66|71|91|13|19|12|0.9230769230769231|0.631578947368421
|1692|1596|1995|1995|the lyric language querying constraint objects alexander brodsky yoram kornatzky sigmod conference|the lyric language querying constraint objects alexander brodsky yoram kornatzky international conference management data|84|81|89|12|16|11|0.9166666666666666|0.6875
|1528|979|1998|1998|the cubetree storage organization yannis kotidis nick roussopoulos vldb|the cubetree storage organization very large data bases nick roussopoulos yannis kotidis|74|86|77|9|12|8|0.8888888888888888|0.6666666666666666
|1706|753|1994|2002|formal query languages for secure relational databases marianne winslett kenneth smith xiaolei qian acm trans database syst|pictorial query language for querying geographic databases using positional and olap operators elaheh pourabbas maurizio rafanelli acm sigmod record|51|51|54|17|20|4|0.23529411764705882|0.2
|863|1771|1995|1998|efficient algorithm for mining association rules large databases edward omiecinski shamkant navathe ashok savasere vldb|mining fuzzy association rules databases acm sigmod record chan man kuok ada man hon wong|52|53|61|18|16|5|0.3125|0.2777777777777778
|1291|316|2001|2001|answering queries using views survey vldb alon halevy|generating efficient plans for queries using views international conference management data foto afrati chen jeffrey ullman|44|41|56|11|21|3|0.2727272727272727|0.14285714285714285
|2578|947|1997|1997|data warehousing and olap for decision support tutorial sigmod conference surajit chaudhuri umeshwar dayal|incremental organization for data recording and warehousing jagadish narayan seshadri sudarshan rama kanneganti very large data bases|40|46|47|14|20|4|0.2857142857142857|0.2
|538|1108|1996|1995|new sql like operator for mining association rules giuseppe psaila stefano ceri rosa meo vldb|mining generalized association rules very large data bases ramakrishnan srikant rakesh agrawal|48|56|51|16|12|3|0.25|0.1875
|1811|1121|2000|1996|comparative analysis five xml query languages angela bonifati stefano ceri sigmod record|implementation and analysis parallel collection query language very large data bases dan suciu|54|51|54|13|15|3|0.23076923076923078|0.2
|2444|1052|1998|1996|design implementation and performance the lham log structured history data access method gerhard weikum peter muth patrick neil achim pick vldb|the design and implementation sequence database system praveen seshadri miron livny raghu ramakrishnan very large data bases|47|51|47|24|19|6|0.3157894736842105|0.25
|542|1787|1997|1998|optimizing queries with universal quantification object oriented and object relational databases guido moerkotte jens clauÃen klaus peithner alfons kemper vldb|query unnesting object oriented databases international conference management data leonidas fegaras|49|48|52|20|14|4|0.2857142857142857|0.2
|479|1208|1996|1996|the gmap versatile tool for physical data independence yannis ioannidis marvin solomon odysseas tsatalos vldb|the gmap versatile tool for physical data independence odysseas tsatalos marvin solomon yannis ioannidis the vldb journal the international journal very large data bases|67|80|77|20|25|19|0.95|0.76
|1819|1834|1997|1997|building scaleable geo spatial dbms technology implementation and evaluation sigmod conference curt ellmann roger lueder jignesh patel jie bing nancy hall josef burger david dewitt navin kabra karthikeyan ramasamy shelly guo jeffrey naughton biswadeep nag jim kupsch kristin tufte|building scaleable geo spatial dbms technology implementation and evaluation jignesh patel jiebing navin kabra kristin tufte biswadeep nag josef burger nancy hall karthikeyan ramasamy roger lueder curt ellmann jim kupsch shelly guo johan larson david witt jeffrey naughton international conference management data|62|88|64|45|47|37|0.8222222222222222|0.7872340425531915
|1639|546|2003|2001|reminiscences influential papers sigmod record mitch cherniack kenneth ross gottfried vossen|influential papers ken ross acm sigmod record|46|62|71|13|7|5|0.7142857142857143|0.38461538461538464
|1152|1857|2002|1997|protdb probabilistic data xml andrew nierman jagadish vldb|probview flexible probabilistic database system laks lakshmanan nicola leone robert ross subrahmanian acm transactions database systems tods|42|40|54|11|20|2|0.18181818181818182|0.1
|45|1674|2000|1994|fact learning based web query processing system zengping tian hongjun yanlei diao songting chen sigmod conference|genesys system for efficient spatial query processing thomas brinkhoff hans peter kriegel ralf schneider bernhard seeger international conference management data|45|51|52|18|23|5|0.2777777777777778|0.21739130434782608
|682|1218|2000|2000|learning response time for websources using query feedback and application query optimization jean robert gruser vladimir zadorozhny louiqa raschid tao zhan vldb|learning response time for websources using query feedback and application query optimization jean robert gruser louiqa raschid vladimir zadorozhny tao zhan the vldb journal the international journal very large data bases|78|84|89|23|30|22|0.9565217391304348|0.7333333333333333
|1887|1315|2003|2001|approximate join processing over data streams johannes gehrke abhinandan das mirek riedewald sigmod conference|approximate string joins database almost for free luis gravano panagiotis ipeirotis jagadish nick koudas muthukrishnan divesh srivastava very large data bases|46|43|50|14|27|2|0.14285714285714285|0.07407407407407407
|2558|755|1997|"7|2002"|concurrency control hierarchical multidatabase systems henry korth abraham silberschatz sharad mehrotra vldb|mpeg and multimedia database systems harald kosch acm sigmod record|48|46|58|15|10|1|0.1|0.06666666666666667
|491|295|1999|2001|random sampling techniques for space efficient online computation order statistics large datasets sridhar rajagopalan bruce lindsay gurmeet singh manku sigmod conference|space efficient online computation quantile summaries international conference management data michael greenwald sanjeev khanna|50|54|56|23|16|6|0.375|0.2608695652173913
|2540|591|1994|1994|join index hierarchies for supporting efficient navigations object oriented databases jiawei han zhaohui xie vldb|index configuration object oriented databases elisa bertino the vldb journal the international journal very large data bases|53|50|54|16|17|6|0.375|0.35294117647058826
|1340|1228|2002|2002|xml query engine for network bound data daniel weld alon halevy zachary ives vldb|xml query engine for network bound data zachary ives halevy weld the vldb journal the international journal very large data bases|62|72|75|19|25|16|0.8421052631578947|0.64
|1086|534|2002|1995|editorial vldb peter apers stefano ceri richard snodgrass|editorial charter and scope acm transactions database systems tods won kim|44|45|46|12|12|1|0.08333333333333333|0.08333333333333333
|745|1796|1998|1998|enhanced hypertext categorization using hyperlinks byron dom piotr indyk soumen chakrabarti sigmod conference|enhanced hypertext categorization using hyperlinks soumen chakrabarti byron dom piotr indyk international conference management data|73|84|76|13|17|12|0.9230769230769231|0.7058823529411765
|1304|848|1995|1999|accessing relational database through object oriented database interface vldb jack orenstein kamber|integrating heterogenous overlapping databases through object oriented transformations vanja josifovski tore risch very large data bases|54|50|55|15|16|3|0.2|0.1875
|1808|205|1996|1999|improved histograms for selectivity estimation range predicates eugene shekita viswanath poosala yannis ioannidis peter haas sigmod conference|multi dimensional selectivity estimation using compressed histogram information hong lee deok hwan kim chin wan chung international conference management data|49|48|52|20|23|4|0.2|0.17391304347826086
|1615|142|1998|1998|the idea web lab piero fraternali stefano paraboschi stefano ceri sigmod conference|the idea web lab stefano ceri piero fraternali stefano paraboschi international conference management data|71|78|75|11|15|10|0.9090909090909091|0.6666666666666666
|2614|542|2001|2002|chair message richard snodgrass sigmod record|treasurer message joachim hammer acm sigmod record|65|63|67|8|8|4|0.5|0.5
|1524|343|"2|1994"|2001|tsql tutorial james clifford ramez elmasri michael soo wolfgang fer nick kline arie segev suryanarayana sripada fabio grandi john roddick richard snodgrass christian jensen nikos lorentzos ilsoo ahn gad ariav don batory cliff leung curtis dyreson krishna kulkarni sigmod record|editorial richard snodgrass acm transactions database systems tods|28|27|57|50|9|2|0.2222222222222222|0.04
|444|1527|1997|1995|delaunay database visualization system sigmod conference kirby zhang isabel cruz michael averbuch wendy lucas melissa radzyminski|visdb system for visualizing large databases daniel keim hans peter kriegel international conference management data|41|51|42|19|18|3|0.16666666666666666|0.15789473684210525
|692|1915|1998|1997|repositories and object oriented databases philip bernstein sigmod record|converting relational object oriented databases joseph fong acm sigmod record|66|68|68|10|11|5|0.5|0.45454545454545453
|2040|1976|2002|1996|statistical synopses for graph structured xml databases minos garofalakis neoklis polyzotis sigmod conference|structures for manipulating proposed updates object oriented databases michael doherty richard hull mohammed rupawalla international conference management data|42|49|46|14|21|3|0.21428571428571427|0.14285714285714285
|740|2273|1998|1994|fast image retrieval using color spatial information kian lee tan tat seng chua beng chin ooi wynne hsu vldb|fast incremental indexing for full text information retrieval very large data bases eric brown james callan bruce croft|49|51|51|20|20|3|0.15|0.15
|2424|616|2002|2002|agents turst and information access the semantic web timothy finin anupam joshi sigmod record|emergent semantics and the multimedia semantic web grosky sreenath fotouhi acm sigmod record|58|57|59|16|18|7|0.4375|0.3888888888888889
|311|542|2001|2002|treasurer message joachim hammer sigmod record|treasurer message joachim hammer acm sigmod record|96|96|92|7|8|7|1.0|0.875
|1703|729|2002|2002|quadtree and tree indexes oracle spatial comparison using gis data kothuri venkata ravi kanth siva ravada daniel abugov sigmod conference|quadtree and tree indexes oracle spatial comparison using gis data ravi kanth kothuri siva ravada daniel abugov international conference management data|81|84|87|23|26|21|0.9130434782608695|0.8076923076923077
|1517|1751|2003|1997|extracting structured data from web pages arvind arasu hector garcia molina sigmod conference|inferring structure semistructured data svetlozer nestorov serge abiteboul rajeev motwani acm sigmod record|54|52|56|13|14|2|0.15384615384615385|0.14285714285714285
|2561|879|2001|2000|general techniques for querying xml documents using relational database system stratis viglas eugene shekita rajasekar krishnamurthy jayavel shanmugasundaram jeffrey naughton jerry kiernan igor tatarinov sigmod record|efficiently publishing relational data xml documents jayavel shanmugasundaram eugene shekita rimon barr michael carey bruce lindsay hamid pirahesh berthold reinwald very large data bases|47|51|50|29|26|8|0.3076923076923077|0.27586206896551724
|974|395|2000|2000|index research forest trees panel abstract joseph hellerstein sigmod conference|index research panel session forest trees joseph hellerstein hans peter kriegel david comet christos falsutsos raghu ramakrishnan paul brown international conference management data|49|57|69|12|27|10|0.8333333333333334|0.37037037037037035
|706|528|2002|2002|the design and performance evaluation alternative xml storage strategies david dewitt jianjun chen chun zhang feng tian sigmod record|top selection queries over relational databases mapping strategies and performance evaluation nicolas bruno surajit chaudhuri luis gravano acm transactions database systems tods|44|51|49|21|24|4|0.19047619047619047|0.16666666666666666
|233|385|1995|2000|structured approach for the definition the semantics active databases acm trans database syst letizia tanca piero fraternali|approximate search engine for structural databases jason wang xiong wang dennis shasha bruce shapiro kaizhong zhang qicheng zasha weinberg international conference management data|41|52|45|18|29|4|0.2222222222222222|0.13793103448275862
|1542|1998|1997|1996|extraction object oriented structures from existing relational databases julia hodges shekar ramanathan sigmod record|accessing relational databases from the world wide web tam nguyen srinivasan international conference management data|45|45|43|16|18|4|0.25|0.2222222222222222
|2457|2058|2003|2003|framework for clustering evolving data streams philip charu aggarwal jiawei han jianyong wang vldb|framework for diagnosing changes evolving data streams international conference management data charu aggarwal|56|62|56|18|17|9|0.5294117647058824|0.5
|1671|2152|1999|2003|the jungle database search engine linas bukauskas curtis dyreson michael hlen sigmod conference|research database engineering the university namur acm sigmod record jean luc hainaut|48|52|48|16|15|3|0.2|0.1875
|2402|1898|2003|1996|relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan sigmod record|the mariposa distributed database management system acm sigmod record jeff sidell|53|56|56|18|11|3|0.2727272727272727|0.16666666666666666
|2020|1379|2000|2000|set containment joins the good the bad and the ugly karthikeyan ramasamy jeffrey naughton jignesh patel raghav kaushik vldb|set containment joins the good the bad and the ugly karthikeyan ramasamy jignesh patel jeffrey naughton raghav kaushik very large data bases|82|92|85|19|22|18|0.9473684210526315|0.8181818181818182
|1471|1983|1998|1996|evaluating functional joins along nested reference sets object relational and object oriented databases vldb alfons kemper reinhard braumandl jens clauÃen|static detection security flaws object oriented databases international conference management data keishi tajima|48|50|52|20|16|4|0.25|0.2
|695|1912|2000|1997|data model and data structures for moving objects databases sigmod conference markus schneider enrico nardelli luca forlizzi ralf hartmut ting|extraction object oriented structures from existing relational databases acm sigmod record shekar ramanathan julia hodges|50|51|52|21|16|3|0.1875|0.14285714285714285
|1632|1858|1997|1997|zoo desktop emperiment management environment anastassia ailamaki andrew therber yannis ioannidis anand narayanan miron livny sigmod conference|zoo desktop experiment management environment yannis ioannidis miron livny anastassia ailamaki anand narayanan andrew therber international conference management data|63|84|65|19|22|17|0.8947368421052632|0.7727272727272727
|5|780|"3|1999"|1998|efficient geometry based similarity search spatial databases daniel keim sigmod conference|proximity search databases roy goldman narayanan shivakumar suresh venkatasubramanian hector garcia molina very large data bases|40|46|42|14|17|2|0.14285714285714285|0.11764705882352941
|2551|921|1995|"239|2003"|product specification database for visual prototyping kouichi yasutake kazutoshi sumiya yoshihiko imai hirohiko tanaka norio sanada vldb|database approach quality service specification video databases elisa bertino ahmed elmagarmid mohand hacid acm sigmod record|46|42|46|18|23|3|0.16666666666666666|0.13043478260869565
|2233|1306|2001|"246|246|2001"|evaluation generic bulk loading techniques jochen van den bercken bernhard seeger vldb|fast evaluation techniques for complex similarity queries very large data bases klemens michael mlivoncic hans schek roger weber|48|46|50|14|22|2|0.14285714285714285|0.09090909090909091
|660|2249|1994|1994|empirical performance study the ingres search accelerator for large property management database system john hughes david bell sarabjot anand vldb|empirical performance study the ingres search accelerator for large property management database system sarabjot anand david bell john hughes very large data bases|82|93|85|25|27|24|0.96|0.8888888888888888
|45|413|2000|2000|fact learning based web query processing system zengping tian hongjun yanlei diao songting chen sigmod conference|fact learning based web query processing system songting chen yanlei diao hongjun zengping tian international conference management data|70|84|73|18|22|17|0.9444444444444444|0.7727272727272727
|561|139|1996|1998|query language and optimization techniques for unstructured data gerd hillebrand peter buneman susan davidson dan suciu sigmod conference|optimization techniques for queries with expensive methods joseph hellerstein acm transactions database systems tods|48|48|53|21|16|3|0.1875|0.14285714285714285
|3|1205|1996|1996|cost based selection path expression processing algorithms object oriented databases zhao hui tang georges gardarin jean robert gruser vldb|index nesting efficient approach indexing object oriented databases beng chin ooi jiawei han hongjun kian lee tan the vldb journal the international journal very large data bases|50|48|52|21|30|5|0.23809523809523808|0.16666666666666666
|975|1848|1994|1997|nonstop sql scalability and availability for decision support susanne englert sigmod conference|data warehousing and olap for decision support surajit chaudhuri umeshwar dayal international conference management data|50|52|57|12|16|5|0.4166666666666667|0.3125
|2407|113|1998|1998|the asilomar report database research gerald held hector garcia molina michael lesk jim gray philip bernstein david maier jagadish michael stonebraker stefano ceri joseph hellerstein david dewitt jeffrey ullman michael brodie jeffrey naughton michael franklin hamid pirahesh sigmod record|the asilomar report database research phil bernstein michael brodie stefano ceri david dewitt mike franklin hector garcia molina jim gray jerry held joe hellerstein jagadish michael lesk dave maier jeff naughton hamid pirahesh mike stonebraker jeff ullman acm sigmod record|58|92|56|43|40|33|0.825|0.7674418604651163
|2567|503|2000|2000|spatial operators eliseo clementini paolino felice sigmod record|spatial operators acm sigmod record eliseo clementini paolino felice|77|97|73|9|10|9|1.0|0.9
|839|1114|1998|1995|secure buffering firm real time database systems binto george jayant haritsa vldb|promises and realities active database systems very large data bases eric simon angelika kotz dittrich|48|46|52|14|16|2|0.14285714285714285|0.125
|2251|78|2003|2000|location based spatial queries sigmod conference jun zhang dimitris papadias manli zhu yufei tao dik lun lee|closest pair queries spatial databases antonio corral yannis manolopoulos yannis theodoridis michael vassilakopoulos international conference management data|39|49|44|17|19|3|0.17647058823529413|0.15789473684210525
|1248|1484|1999|1994|update propagation protocols for replicated databases raghavan komondoor abraham silberschatz yuri breitbart seshadri rajeev rastogi sigmod conference|transaction replication scheme for replicated database with node autonomy ada wai chee david wai lok cheung very large data bases|49|44|51|18|21|2|0.1111111111111111|0.09523809523809523
|1772|1207|1996|1996|the design and implementation high level knowledge base programming language osam kbms stanley javier arroyo herman lam yuh ming shyy vldb|the design and implementation high level knowledge base programming language osam kbms yuh ming shyy javier arroyo stanley herman lam the vldb journal the international journal very large data bases|74|83|83|28|34|27|0.9642857142857143|0.7941176470588235
|743|1588|1998|"225|1995"|cure efficient clustering algorithm for large databases sudipto guha rajeev rastogi kyuseok shim sigmod conference|the merge purge problem for large databases international conference management data mauricio hern ndez salvatore stolfo|45|45|47|16|20|4|0.25|0.2
