"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"137"|136|"a protein patent query system powered by kleisli 1998,\"jing chen , limsoon wong , louxin zhang\",international conference on management of data,"|"1998"|1|"a protein patent query system powered by kleisli     ,\"jing chen , limsoon wong , louxin zhang\",international conference on management of data,"|"a protein patent query system powered by kleisli jing chen limsoon wong louxin zhang international conference on management of data"|"protein patent query system powered kleisli jing chen limsoon wong louxin zhang international conference management data"
"138"|137|"\"dtl 's dataspot : database exploration as easy as browsing the web ... shaul dar , gadi entin , shai geva , eran palmon international conference on management of data 1998\",,,"|"1998"|1|"\"dtl 's dataspot : database exploration as easy as browsing the web ... shaul dar , gadi entin , shai geva , eran palmon international conference on management of data     \",,,"|"dtl s dataspot database exploration as easy as browsing the web shaul dar gadi entin shai geva eran palmon international conference on management of data"|"dtl dataspot database exploration easy browsing the web shaul dar gadi entin shai geva eran palmon international conference management data"
"139"|138|"multiview access protocols for large-scale replication,\"xiangning liu , abdelsalam helal , weimin du\",acm transactions on database systems ( tods ),1998"|"1998"|1|"multiview access protocols for large-scale replication,\"xiangning liu , abdelsalam helal , weimin du\",acm transactions on database systems ( tods ),    "|"multiview access protocols for large scale replication xiangning liu abdelsalam helal weimin du acm transactions on database systems tods"|"multiview access protocols for large scale replication xiangning liu abdelsalam helal weimin acm transactions database systems tods"
"140"|139|"optimization techniques for queries with expensive methods,joseph m. hellerstein,acm transactions on database systems ( tods ),1998"|"1998"|1|"optimization techniques for queries with expensive methods,joseph m. hellerstein,acm transactions on database systems ( tods ),    "|"optimization techniques for queries with expensive methods joseph m hellerstein acm transactions on database systems tods"|"optimization techniques for queries with expensive methods joseph hellerstein acm transactions database systems tods"
"141"|140|"\"multimediaminer : a system prototype for multimedia data mining osmar r. za &#239; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang\",,international conference on management of data,1998"|"239|1998"|2|"\"multimediaminer : a system prototype for multimedia data mining osmar r. za &#   ; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang\",,international conference on management of data,    "|"multimediaminer a system prototype for multimedia data mining osmar r za ane jiawei han ze nian li sonny h chee jenny y chiang international conference on management of data"|"multimediaminer system prototype for multimedia data mining osmar ane jiawei han nian sonny chee jenny chiang international conference management data"
"142"|141|"xmas : an extensible main-memory storage system for high-performance applications,\"jang ho park , yong sik kwon , ki hong kim , sang ho lee , byoung dae park , sang kyun cha\",international conference on management of data,1998"|"1998"|1|"xmas : an extensible main-memory storage system for high-performance applications,\"jang ho park , yong sik kwon , ki hong kim , sang ho lee , byoung dae park , sang kyun cha\",international conference on management of data,    "|"xmas an extensible main memory storage system for high performance applications jang ho park yong sik kwon ki hong kim sang ho lee byoung dae park sang kyun cha international conference on management of data"|"xmas extensible main memory storage system for high performance applications jang park yong sik kwon hong kim sang lee byoung dae park sang kyun cha international conference management data"
"143"|142|"the idea web lab 1998,\"stefano ceri , piero fraternali , stefano paraboschi\",international conference on management of data,"|"1998"|1|"the idea web lab     ,\"stefano ceri , piero fraternali , stefano paraboschi\",international conference on management of data,"|"the idea web lab stefano ceri piero fraternali stefano paraboschi international conference on management of data"|"the idea web lab stefano ceri piero fraternali stefano paraboschi international conference management data"
"144"|143|"supersql : an extended sql for database publishing and presentation international conference on management of data,motomichi toyama,,1998"|"1998"|1|"supersql : an extended sql for database publishing and presentation international conference on management of data,motomichi toyama,,    "|"supersql an extended sql for database publishing and presentation international conference on management of data motomichi toyama"|"supersql extended sql for database publishing and presentation international conference management data motomichi toyama"
"145"|144|"control : continuous output and navigation technology with refinement on-line international conference on management of data 1998,\"ron avnur , joseph m. hellerstein , bruce lo , chris olston , bhaskaran raman , vijayshankar raman , tali roth , kirk wylie\",,"|"1998"|1|"control : continuous output and navigation technology with refinement on-line international conference on management of data     ,\"ron avnur , joseph m. hellerstein , bruce lo , chris olston , bhaskaran raman , vijayshankar raman , tali roth , kirk wylie\",,"|"control continuous output and navigation technology with refinement on line international conference on management of data ron avnur joseph m hellerstein bruce lo chris olston bhaskaran raman vijayshankar raman tali roth kirk wylie"|"control continuous output and navigation technology with refinement line international conference management data ron avnur joseph hellerstein bruce chris olston bhaskaran raman vijayshankar raman tali roth kirk wylie"
"146"|145|"amdb : an access method debugging tool international conference on management of data,\"marcel kornacker , mehul shah , joseph m. hellerstein\",,1998"|"1998"|1|"amdb : an access method debugging tool international conference on management of data,\"marcel kornacker , mehul shah , joseph m. hellerstein\",,    "|"amdb an access method debugging tool international conference on management of data marcel kornacker mehul shah joseph m hellerstein"|"amdb access method debugging tool international conference management data marcel kornacker mehul shah joseph hellerstein"
"147"|146|"user-oriented smart-cache for the web : what you seek is what you get ! 1998,\"zo &#233; lacroix , arnaud sahuguet , raman chandrasekar\",international conference on management of data,"|"1998|233"|2|"user-oriented smart-cache for the web : what you seek is what you get !     ,\"zo &#   ; lacroix , arnaud sahuguet , raman chandrasekar\",international conference on management of data,"|"user oriented smart cache for the web what you seek is what you get zo lacroix arnaud sahuguet raman chandrasekar international conference on management of data"|"user oriented smart cache for the web what you seek what you get lacroix arnaud sahuguet raman chandrasekar international conference management data"
"148"|147|"\"the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data\",,,1998"|"1998"|1|"\"the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data\",,,    "|"the multidimensional database system rasdaman p baumann a dehmel p furtado r ritsch n widmann international conference on management of data"|"the multidimensional database system rasdaman baumann dehmel furtado ritsch widmann international conference management data"
"149"|148|"\"flowback : providing backward recovery for workflow management systems bartek kiepuszewski , ralf muhlberger , maria e. orlowska 1998\",,international conference on management of data,"|"1998"|1|"\"flowback : providing backward recovery for workflow management systems bartek kiepuszewski , ralf muhlberger , maria e. orlowska     \",,international conference on management of data,"|"flowback providing backward recovery for workflow management systems bartek kiepuszewski ralf muhlberger maria e orlowska international conference on management of data"|"flowback providing backward recovery for workflow management systems bartek kiepuszewski ralf muhlberger maria orlowska international conference management data"
"150"|149|"providing database-like access to the web using queries based on textual similarity william w. cohen,,international conference on management of data,1998"|"1998"|1|"providing database-like access to the web using queries based on textual similarity william w. cohen,,international conference on management of data,    "|"providing database like access to the web using queries based on textual similarity william w cohen international conference on management of data"|"providing database like access the web using queries based textual similarity william cohen international conference management data"
"151"|150|"ariadne : a system for constructing mediators for internet sources international conference on management of data,\"jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada\",,1998"|"233|1998"|2|"ariadne : a system for constructing mediators for internet sources international conference on management of data,\"jos &#   ; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada\",,    "|"ariadne a system for constructing mediators for internet sources international conference on management of data jos luis ambite naveen ashish greg barish craig a knoblock steven minton pragnesh j modi ion muslea andrew philpot sheila tejada"|"ariadne system for constructing mediators for internet sources international conference management data jos luis ambite naveen ashish greg barish craig knoblock steven minton pragnesh modi ion muslea andrew philpot sheila tejada"
"152"|151|"\"capability based mediation in tsimmis chen li , ramana yerneni , vasilis vassalos , hector garcia-molina , yannis papakonstantinou , jeffrey ullman , murty valiveti international conference on management of data 1998\",,,"|"1998"|1|"\"capability based mediation in tsimmis chen li , ramana yerneni , vasilis vassalos , hector garcia-molina , yannis papakonstantinou , jeffrey ullman , murty valiveti international conference on management of data     \",,,"|"capability based mediation in tsimmis chen li ramana yerneni vasilis vassalos hector garcia molina yannis papakonstantinou jeffrey ullman murty valiveti international conference on management of data"|"capability based mediation tsimmis chen ramana yerneni vasilis vassalos hector garcia molina yannis papakonstantinou jeffrey ullman murty valiveti international conference management data"
"153"|152|"the araneus web-based management system international conference on management of data 1998,\"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo\",,"|"1998"|1|"the araneus web-based management system international conference on management of data     ,\"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo\",,"|"the araneus web based management system international conference on management of data g mecca p atzeni a masci g sindoni p merialdo"|"the araneus web based management system international conference management data mecca atzeni masci sindoni merialdo"
"154"|153|"cq : a personalized update monitoring toolkit 1998,\"ling liu , calton pu , wei tang , david buttler , john biggs , tong zhou , paul benninghoff , wei han , fenghua yu\",international conference on management of data,"|"1998"|1|"cq : a personalized update monitoring toolkit     ,\"ling liu , calton pu , wei tang , david buttler , john biggs , tong zhou , paul benninghoff , wei han , fenghua yu\",international conference on management of data,"|"cq a personalized update monitoring toolkit ling liu calton pu wei tang david buttler john biggs tong zhou paul benninghoff wei han fenghua yu international conference on management of data"|"personalized update monitoring toolkit ling liu calton wei tang david buttler john biggs tong zhou paul benninghoff wei han fenghua international conference management data"
"155"|154|"\"datasplash chris olston , allison woodruff , alexander aiken , michael chu , vuk ercegovac , mark lin , mybrid spalding , michael stonebraker international conference on management of data 1998\",,,"|"1998"|1|"\"datasplash chris olston , allison woodruff , alexander aiken , michael chu , vuk ercegovac , mark lin , mybrid spalding , michael stonebraker international conference on management of data     \",,,"|"datasplash chris olston allison woodruff alexander aiken michael chu vuk ercegovac mark lin mybrid spalding michael stonebraker international conference on management of data"|"datasplash chris olston allison woodruff alexander aiken michael chu vuk ercegovac mark lin mybrid spalding michael stonebraker international conference management data"
"156"|155|"microsoft index turning wizard for sql server 7 international conference on management of data,\"surajit chaudhuri , vivek narasayya\",,1998.0"|"7|1998|0"|3|"microsoft index turning wizard for sql server   international conference on management of data,\"surajit chaudhuri , vivek narasayya\",,    . "|"microsoft index turning wizard for sql server international conference on management of data surajit chaudhuri vivek narasayya"|"microsoft index turning wizard for sql server international conference management data surajit chaudhuri vivek narasayya"
"157"|156|"olympic records for data at the 1998 nagano games 1998,edwin r. lassettre,international conference on management of data,"|"1998|1998"|2|"olympic records for data at the      nagano games     ,edwin r. lassettre,international conference on management of data,"|"olympic records for data at the nagano games edwin r lassettre international conference on management of data"|"olympic records for data the nagano games edwin lassettre international conference management data"
"158"|157|"delivering high availability for inktomi search engines international conference on management of data,eric a. brewer,,1998"|"1998"|1|"delivering high availability for inktomi search engines international conference on management of data,eric a. brewer,,    "|"delivering high availability for inktomi search engines international conference on management of data eric a brewer"|"delivering high availability for inktomi search engines international conference management data eric brewer"
"159"|158|"microsoft.com : a high-scale data management and transaction processing solution international conference on management of data,sherri kennamer,,1998"|"1998"|1|"microsoft.com : a high-scale data management and transaction processing solution international conference on management of data,sherri kennamer,,    "|"microsoft com a high scale data management and transaction processing solution international conference on management of data sherri kennamer"|"microsoft com high scale data management and transaction processing solution international conference management data sherri kennamer"
"160"|159|"free parallel data mining international conference on management of data 1998,\"bin li , dennis shasha\",,"|"1998"|1|"free parallel data mining international conference on management of data     ,\"bin li , dennis shasha\",,"|"free parallel data mining international conference on management of data bin li dennis shasha"|"free parallel data mining international conference management data bin dennis shasha"
"161"|160|"real business processing meets the web 1998,james chong,international conference on management of data,"|"1998"|1|"real business processing meets the web     ,james chong,international conference on management of data,"|"real business processing meets the web james chong international conference on management of data"|"real business processing meets the web james chong international conference management data"
"162"|161|"\"developing a high traffic , read-only web site 1998\",\"john nauman , ray suorsa\",international conference on management of data,"|"1998"|1|"\"developing a high traffic , read-only web site     \",\"john nauman , ray suorsa\",international conference on management of data,"|"developing a high traffic read only web site john nauman ray suorsa international conference on management of data"|"developing high traffic read only web site john nauman ray suorsa international conference management data"
"163"|162|"filenet integrated document management database usage and issues daniel s. whelan 1998,,international conference on management of data,"|"1998"|1|"filenet integrated document management database usage and issues daniel s. whelan     ,,international conference on management of data,"|"filenet integrated document management database usage and issues daniel s whelan international conference on management of data"|"filenet integrated document management database usage and issues daniel whelan international conference management data"
"164"|163|"about quark digital media system kamar aulakh 1998,,international conference on management of data,"|"1998"|1|"about quark digital media system kamar aulakh     ,,international conference on management of data,"|"about quark digital media system kamar aulakh international conference on management of data"|"about quark digital media system kamar aulakh international conference management data"
"165"|164|"\"50,000 users on an oracle8 universal server database international conference on management of data\",\"tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee\",,1998"|"50|000|8|1998"|4|"\"  ,    users on an oracle  universal server database international conference on management of data\",\"tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee\",,    "|"users on an oracle universal server database international conference on management of data tirthankar lahiri ashok joshi amit jasuja sumanta chatterjee"|"users oracle universal server database international conference management data tirthankar lahiri ashok joshi amit jasuja sumanta chatterjee"
"166"|165|"oracle rdb 's record caching model 1998,\"richard anderson , gopalan arun , richard frank\",international conference on management of data,"|"1998"|1|"oracle rdb 's record caching model     ,\"richard anderson , gopalan arun , richard frank\",international conference on management of data,"|"oracle rdb s record caching model richard anderson gopalan arun richard frank international conference on management of data"|"oracle rdb record caching model richard anderson gopalan arun richard frank international conference management data"
"167"|166|"\"a data mining application : customer retention at the port of singapore authority ( psa ) kiansing ng , huan liu , hweebong kwah\",,international conference on management of data,1998"|"1998"|1|"\"a data mining application : customer retention at the port of singapore authority ( psa ) kiansing ng , huan liu , hweebong kwah\",,international conference on management of data,    "|"a data mining application customer retention at the port of singapore authority psa kiansing ng huan liu hweebong kwah international conference on management of data"|"data mining application customer retention the port singapore authority psa kiansing huan liu hweebong kwah international conference management data"
"168"|167|"transactional publish/subscribe : the proactive multicast of database changes ( abstract ) arvola chan international conference on management of data 1998,,,"|"1998"|1|"transactional publish/subscribe : the proactive multicast of database changes ( abstract ) arvola chan international conference on management of data     ,,,"|"transactional publish subscribe the proactive multicast of database changes abstract arvola chan international conference on management of data"|"transactional publish subscribe the proactive multicast database changes abstract arvola chan international conference management data"
"169"|168|"\"the pointcast network ( abstract ) satish ramakrishnan , vibha dayal\",,international conference on management of data,1998"|"1998"|1|"\"the pointcast network ( abstract ) satish ramakrishnan , vibha dayal\",,international conference on management of data,    "|"the pointcast network abstract satish ramakrishnan vibha dayal international conference on management of data"|"the pointcast network abstract satish ramakrishnan vibha dayal international conference management data"
"170"|169|"\"data in your face : push technology in perspective michael franklin , stan zdonik international conference on management of data 1998\",,,"|"1998"|1|"\"data in your face : push technology in perspective michael franklin , stan zdonik international conference on management of data     \",,,"|"data in your face push technology in perspective michael franklin stan zdonik international conference on management of data"|"data your face push technology perspective michael franklin stan zdonik international conference management data"
"171"|170|"\"ubiquitous , self-tuning , scalable servers peter spiro\",,international conference on management of data,1998"|"1998"|1|"\"ubiquitous , self-tuning , scalable servers peter spiro\",,international conference on management of data,    "|"ubiquitous self tuning scalable servers peter spiro international conference on management of data"|"ubiquitous self tuning scalable servers peter spiro international conference management data"
"172"|171|"database systems management and oracle8 c. gregory doherty international conference on management of data,,,1998"|"8|1998"|2|"database systems management and oracle  c. gregory doherty international conference on management of data,,,    "|"database systems management and oracle c gregory doherty international conference on management of data"|"database systems management and oracle gregory doherty international conference management data"
"173"|172|"managing large systems with db2 udb international conference on management of data,chris eaton,,1998"|"2|1998"|2|"managing large systems with db  udb international conference on management of data,chris eaton,,    "|"managing large systems with db udb international conference on management of data chris eaton"|"managing large systems with udb international conference management data chris eaton"
"174"|173|"sql open heterogeneous data access,\"berthold reinwald , hamid pirahesh\",international conference on management of data,1998"|"1998"|1|"sql open heterogeneous data access,\"berthold reinwald , hamid pirahesh\",international conference on management of data,    "|"sql open heterogeneous data access berthold reinwald hamid pirahesh international conference on management of data"|"sql open heterogeneous data access berthold reinwald hamid pirahesh international conference management data"
"175"|174|"enterprise java platform data access,\"seth white , rick cattell , shel finkelstein\",international conference on management of data,1998"|"1998"|1|"enterprise java platform data access,\"seth white , rick cattell , shel finkelstein\",international conference on management of data,    "|"enterprise java platform data access seth white rick cattell shel finkelstein international conference on management of data"|"enterprise java platform data access seth white rick cattell shel finkelstein international conference management data"
"176"|175|"microsoft universal data access platform international conference on management of data 1998,\"jos &#233; a. blakeley , michael j. pizzo\",,"|"1998|233"|2|"microsoft universal data access platform international conference on management of data     ,\"jos &#   ; a. blakeley , michael j. pizzo\",,"|"microsoft universal data access platform international conference on management of data jos a blakeley michael j pizzo"|"microsoft universal data access platform international conference management data jos blakeley michael pizzo"
"177"|176|"java and relational databases ( tutorial ) : sqlj international conference on management of data,\"gray clossman , phil shaw , mark hapner , johannes klein , richard pledereder , brian becker\",,1998"|"1998"|1|"java and relational databases ( tutorial ) : sqlj international conference on management of data,\"gray clossman , phil shaw , mark hapner , johannes klein , richard pledereder , brian becker\",,    "|"java and relational databases tutorial sqlj international conference on management of data gray clossman phil shaw mark hapner johannes klein richard pledereder brian becker"|"java and relational databases tutorial sqlj international conference management data gray clossman phil shaw mark hapner johannes klein richard pledereder brian becker"
"178"|177|"\"high-dimensional index structures database support for next decade 's applications ( tutorial ) stefan berchtold , daniel a. keim 1998\",,international conference on management of data,"|"1998"|1|"\"high-dimensional index structures database support for next decade 's applications ( tutorial ) stefan berchtold , daniel a. keim     \",,international conference on management of data,"|"high dimensional index structures database support for next decade s applications tutorial stefan berchtold daniel a keim international conference on management of data"|"high dimensional index structures database support for next decade applications tutorial stefan berchtold daniel keim international conference management data"
"179"|178|"\"electronic commerce : tutorial nabil r. adam , yelena yesha international conference on management of data\",,,1998"|"1998"|1|"\"electronic commerce : tutorial nabil r. adam , yelena yesha international conference on management of data\",,,    "|"electronic commerce tutorial nabil r adam yelena yesha international conference on management of data"|"electronic commerce tutorial nabil adam yelena yesha international conference management data"
"180"|179|"sap r/3 ( tutorial ) : a database application system international conference on management of data 1998,\"alfons kemper , donald kossmann , florian matthes\",,"|"3|1998"|2|"sap r/  ( tutorial ) : a database application system international conference on management of data     ,\"alfons kemper , donald kossmann , florian matthes\",,"|"sap r tutorial a database application system international conference on management of data alfons kemper donald kossmann florian matthes"|"sap tutorial database application system international conference management data alfons kemper donald kossmann florian matthes"
"181"|180|"are we working on the right problems ? ( panel ) michael stonebraker international conference on management of data,,,1998"|"1998"|1|"are we working on the right problems ? ( panel ) michael stonebraker international conference on management of data,,,    "|"are we working on the right problems panel michael stonebraker international conference on management of data"|"are working the right problems panel michael stonebraker international conference management data"
"182"|181|"next generation database systems wo n't work without semantics ! ( panel ) john mylopoulos international conference on management of data 1998,,,"|"1998"|1|"next generation database systems wo n't work without semantics ! ( panel ) john mylopoulos international conference on management of data     ,,,"|"next generation database systems wo n t work without semantics panel john mylopoulos international conference on management of data"|"next generation database systems work without semantics panel john mylopoulos international conference management data"
"183"|182|"\"memory management during run generation in external sorting per - &#197; ke larson , goetz graefe\",,international conference on management of data,1998"|"197|1998"|2|"\"memory management during run generation in external sorting per - &#   ; ke larson , goetz graefe\",,international conference on management of data,    "|"memory management during run generation in external sorting per ke larson goetz graefe international conference on management of data"|"memory management during run generation external sorting per larson goetz graefe international conference management data"
"184"|183|"\"replication , consistency , and practicality : are these mutually exclusive ? todd anderson , yuri breitbart , henry f. korth , avishai wool international conference on management of data 1998\",,,"|"1998"|1|"\"replication , consistency , and practicality : are these mutually exclusive ? todd anderson , yuri breitbart , henry f. korth , avishai wool international conference on management of data     \",,,"|"replication consistency and practicality are these mutually exclusive todd anderson yuri breitbart henry f korth avishai wool international conference on management of data"|"replication consistency and practicality are these mutually exclusive todd anderson yuri breitbart henry korth avishai wool international conference management data"
"185"|184|"wavelet-based histograms for selectivity estimation international conference on management of data 1998,\"yossi matias , jeffrey scott vitter , min wang\",,"|"1998"|1|"wavelet-based histograms for selectivity estimation international conference on management of data     ,\"yossi matias , jeffrey scott vitter , min wang\",,"|"wavelet based histograms for selectivity estimation international conference on management of data yossi matias jeffrey scott vitter min wang"|"wavelet based histograms for selectivity estimation international conference management data yossi matias jeffrey scott vitter min wang"
"186"|185|"\"efficient transparent application recovery in client-server information systems david lomet , gerhard weikum international conference on management of data\",,,1998"|"1998"|1|"\"efficient transparent application recovery in client-server information systems david lomet , gerhard weikum international conference on management of data\",,,    "|"efficient transparent application recovery in client server information systems david lomet gerhard weikum international conference on management of data"|"efficient transparent application recovery client server information systems david lomet gerhard weikum international conference management data"
"187"|186|"\"approximate medians and other quantiles in one pass and with limited memory gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay 1998\",,international conference on management of data,"|"1998"|1|"\"approximate medians and other quantiles in one pass and with limited memory gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay     \",,international conference on management of data,"|"approximate medians and other quantiles in one pass and with limited memory gurmeet singh manku sridhar rajagopalan bruce g lindsay international conference on management of data"|"approximate medians and other quantiles one pass and with limited memory gurmeet singh manku sridhar rajagopalan bruce lindsay international conference management data"
"188"|187|"random sampling for histogram construction : how much is enough ?,\"surajit chaudhuri , rajeev motwani , vivek narasayya\",international conference on management of data,1998"|"1998"|1|"random sampling for histogram construction : how much is enough ?,\"surajit chaudhuri , rajeev motwani , vivek narasayya\",international conference on management of data,    "|"random sampling for histogram construction how much is enough surajit chaudhuri rajeev motwani vivek narasayya international conference on management of data"|"random sampling for histogram construction how much enough surajit chaudhuri rajeev motwani vivek narasayya international conference management data"
"189"|188|"\"a multi-similarity algebra s. adali , p. bonatti , m. l. sapino , v. s. subrahmanian international conference on management of data 1998\",,,"|"1998"|1|"\"a multi-similarity algebra s. adali , p. bonatti , m. l. sapino , v. s. subrahmanian international conference on management of data     \",,,"|"a multi similarity algebra s adali p bonatti m l sapino v s subrahmanian international conference on management of data"|"multi similarity algebra adali bonatti sapino subrahmanian international conference management data"
"190"|189|"catching the boat with strudel : experiences with a web-site management system 1998,\"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu\",international conference on management of data,"|"1998|225"|2|"catching the boat with strudel : experiences with a web-site management system     ,\"mary fern &#   ; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu\",international conference on management of data,"|"catching the boat with strudel experiences with a web site management system mary fern ndez daniela florescu jaewoo kang alon levy dan suciu international conference on management of data"|"catching the boat with strudel experiences with web site management system mary fern ndez daniela florescu jaewoo kang alon levy dan suciu international conference management data"
"191"|190|"on parallel processing of aggregate and scalar functions in object-relational dbms 1998,\"michael jaedicke , bernhard mitschang\",international conference on management of data,"|"1998"|1|"on parallel processing of aggregate and scalar functions in object-relational dbms     ,\"michael jaedicke , bernhard mitschang\",international conference on management of data,"|"on parallel processing of aggregate and scalar functions in object relational dbms michael jaedicke bernhard mitschang international conference on management of data"|"parallel processing aggregate and scalar functions object relational dbms michael jaedicke bernhard mitschang international conference management data"
"192"|191|"secure and portable database extensibility 1998,\"michael godfrey , tobias mayr , praveen seshadri , thorsten von eicken\",international conference on management of data,"|"1998"|1|"secure and portable database extensibility     ,\"michael godfrey , tobias mayr , praveen seshadri , thorsten von eicken\",international conference on management of data,"|"secure and portable database extensibility michael godfrey tobias mayr praveen seshadri thorsten von eicken international conference on management of data"|"secure and portable database extensibility michael godfrey tobias mayr praveen seshadri thorsten von eicken international conference management data"
"193"|192|"\"on random sampling over joins surajit chaudhuri , rajeev motwani , vivek narasayya 1999\",,international conference on management of data,"|"1999"|1|"\"on random sampling over joins surajit chaudhuri , rajeev motwani , vivek narasayya     \",,international conference on management of data,"|"on random sampling over joins surajit chaudhuri rajeev motwani vivek narasayya international conference on management of data"|"random sampling over joins surajit chaudhuri rajeev motwani vivek narasayya international conference management data"
"194"|193|"random sampling techniques for space efficient online computation of order statistics of large datasets international conference on management of data,\"gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay\",,1999"|"1999"|1|"random sampling techniques for space efficient online computation of order statistics of large datasets international conference on management of data,\"gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay\",,    "|"random sampling techniques for space efficient online computation of order statistics of large datasets international conference on management of data gurmeet singh manku sridhar rajagopalan bruce g lindsay"|"random sampling techniques for space efficient online computation order statistics large datasets international conference management data gurmeet singh manku sridhar rajagopalan bruce lindsay"
"195"|194|"\"ripple joins for online aggregation peter j. haas , joseph m. hellerstein 1999\",,international conference on management of data,"|"1999"|1|"\"ripple joins for online aggregation peter j. haas , joseph m. hellerstein     \",,international conference on management of data,"|"ripple joins for online aggregation peter j haas joseph m hellerstein international conference on management of data"|"ripple joins for online aggregation peter haas joseph hellerstein international conference management data"
"196"|195|"\"join synopses for approximate query answering swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy\",,international conference on management of data,1999"|"1999"|1|"\"join synopses for approximate query answering swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy\",,international conference on management of data,    "|"join synopses for approximate query answering swarup acharya phillip b gibbons viswanath poosala sridhar ramaswamy international conference on management of data"|"join synopses for approximate query answering swarup acharya phillip gibbons viswanath poosala sridhar ramaswamy international conference management data"
"197"|196|"query optimization in the presence of limited access patterns international conference on management of data 1999,\"daniela florescu , alon levy , ioana manolescu , dan suciu\",,"|"1999"|1|"query optimization in the presence of limited access patterns international conference on management of data     ,\"daniela florescu , alon levy , ioana manolescu , dan suciu\",,"|"query optimization in the presence of limited access patterns international conference on management of data daniela florescu alon levy ioana manolescu dan suciu"|"query optimization the presence limited access patterns international conference management data daniela florescu alon levy ioana manolescu dan suciu"
"198"|197|"an adaptive query execution system for data integration international conference on management of data 1999,\"zachary g. ives , daniela florescu , marc friedman , alon levy , daniel s. weld\",,"|"1999"|1|"an adaptive query execution system for data integration international conference on management of data     ,\"zachary g. ives , daniela florescu , marc friedman , alon levy , daniel s. weld\",,"|"an adaptive query execution system for data integration international conference on management of data zachary g ives daniela florescu marc friedman alon levy daniel s weld"|"adaptive query execution system for data integration international conference management data zachary ives daniela florescu marc friedman alon levy daniel weld"
"199"|198|"mind your vocabulary : query mapping across heterogeneous information sources international conference on management of data 1999,\"chen-chuan k. chang , h &#233; ctor garc &#237; a-molina\",,"|"1999|233|237"|3|"mind your vocabulary : query mapping across heterogeneous information sources international conference on management of data     ,\"chen-chuan k. chang , h &#   ; ctor garc &#   ; a-molina\",,"|"mind your vocabulary query mapping across heterogeneous information sources international conference on management of data chen chuan k chang h ctor garc a molina"|"mind your vocabulary query mapping across heterogeneous information sources international conference management data chen chuan chang ctor garc molina"
"200"|199|"\"query processing techniques for arrays arunprasad p. marathe , kenneth salem\",,international conference on management of data,1999"|"1999"|1|"\"query processing techniques for arrays arunprasad p. marathe , kenneth salem\",,international conference on management of data,    "|"query processing techniques for arrays arunprasad p marathe kenneth salem international conference on management of data"|"query processing techniques for arrays arunprasad marathe kenneth salem international conference management data"
"201"|200|"boat-optimistic decision tree construction,\"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh\",international conference on management of data,1999"|"1999"|1|"boat-optimistic decision tree construction,\"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh\",international conference on management of data,    "|"boat optimistic decision tree construction johannes gehrke venkatesh ganti raghu ramakrishnan wei yin loh international conference on management of data"|"boat optimistic decision tree construction johannes gehrke venkatesh ganti raghu ramakrishnan wei yin loh international conference management data"
"202"|201|"\"optimization of constrained frequent set queries with 2-variable constraints laks v. s. lakshmanan , raymond ng , jiawei han , alex pang\",,international conference on management of data,1999"|"2|1999"|2|"\"optimization of constrained frequent set queries with  -variable constraints laks v. s. lakshmanan , raymond ng , jiawei han , alex pang\",,international conference on management of data,    "|"optimization of constrained frequent set queries with variable constraints laks v s lakshmanan raymond ng jiawei han alex pang international conference on management of data"|"optimization constrained frequent set queries with variable constraints laks lakshmanan raymond jiawei han alex pang international conference management data"
"203"|202|"\"approximate computation of multidimensional aggregates of sparse data using wavelets jeffrey scott vitter , min wang international conference on management of data\",,,1999"|"1999"|1|"\"approximate computation of multidimensional aggregates of sparse data using wavelets jeffrey scott vitter , min wang international conference on management of data\",,,    "|"approximate computation of multidimensional aggregates of sparse data using wavelets jeffrey scott vitter min wang international conference on management of data"|"approximate computation multidimensional aggregates sparse data using wavelets jeffrey scott vitter min wang international conference management data"
